AQSID,SiteName,Status,EPARegion,Latitude,Longitude,Elevation,GMTOffset,CountryCode,StateName,ValidDate,ValidTime,DataSource,ReportingArea_PipeDelimited,OZONE_AQI,PM10_AQI,PM25_AQI,NO2_AQI,OZONE_Measured,PM10_Measured,PM25_Measured,NO2_Measured,NO2,NO2_Unit,CO,CO_Unit,PM25,PM25_Unit,SO2,SO2_Unit,OZONE,OZONE_Unit,PM10,PM10_Unit
131530001,Warner Robins,Active,R4,32.6056,-83.5979,90.0,-5.0,US,GA,04/16/2024,13:00,Georgia Department of Natural Resources,Warner Robins,,21.0,54.0,,0,1,1,0,,,,,14.8,UG/M3,,,,,26.0,UG/M3
320030043,Paul Meyer,Active,R9,36.106389,-115.253333,736.6,-8.0,US,NV,04/16/2024,13:00,Clark County Department of Environment and Sustainability ,Las Vegas,17.0,12.0,13.0,,1,1,1,0,,,,,3.4,UG/M3,,,9.0,PPB,15.0,UG/M3
400019009,STILWELL CASTNET & NCORE,Active,R6,35.750599,-94.669701,300.1,-6.0,US,OK,04/16/2024,13:00,Cherokee Nation,,32.0,22.0,54.0,,1,1,1,0,,,,,12.2,UG/M3,0.3,PPB,35.0,PPB,23.0,UG/M3
060731008,Camp Pendleton,Active,R9,33.217026,-117.396156,16.2,-8.0,US,CA,04/16/2024,13:00,San Diego APCD,San Diego Coast,14.0,10.0,25.0,,1,1,1,0,,,,,6.1,UG/M3,,,13.0,PPB,12.0,UG/M3
060731016,San Diego - Kearny Villa Rd.,Active,R9,32.845467,-117.123894,132.1,-8.0,US,CA,04/16/2024,13:00,San Diego APCD,San Diego Coast,14.0,11.0,24.0,,1,1,1,0,,,,,5.7,UG/M3,,,4.0,PPB,12.0,UG/M3
060530008,King City AMS,Active,R9,36.209286,-121.126371,102.8,-8.0,US,CA,04/16/2024,13:00,Monterey Bay Unified APCD,King City,17.0,5.0,8.0,,1,1,1,0,,,,,3.0,UG/M3,,,16.0,PPB,3.0,UG/M3
840350012022,Mobile Trailer-San Jose,Active,R6,35.063569,-106.647503,0.0,-7.0,US,NM,04/16/2024,13:00,Albuquerque Environmental Health Department,,23.0,37.0,21.0,,1,1,1,0,,,,,6.0,UG/M3,,,10.0,PPB,51.0,UG/M3
040131004,North Phoenix,Active,R9,33.560299,-112.066299,378.5,-7.0,US,AZ,04/16/2024,13:00,Maricopa County Air Quality Department,Phoenix,19.0,13.0,14.0,,1,1,1,0,,,,,3.7,UG/M3,,,,,18.0,UG/M3
060310004,Corcoran,Active,R9,36.102219,-119.566002,0.0,-8.0,US,CA,04/16/2024,13:00,San Joaquin Valley Unified APCD,Hanford,,17.0,43.0,,0,1,1,0,,,,,11.0,UG/M3,,,,,21.0,UG/M3
530330080,Seattle-Beacon Hill,Active,R10,47.568236,-122.308628,101.9,-8.0,US,WA,04/16/2024,13:00,Washington Department of Ecology,Seattle-Bellevue-Kent Valley,31.0,6.0,12.0,6.0,1,1,1,1,6.2,PPB,0.2,PPM,2.6,UG/M3,0.0,PPB,32.0,PPB,6.0,UG/M3
840080990002,Lamar Municipal Building,Active,R8,38.084688,-102.61864,1100.4,-7.0,US,CO,04/16/2024,13:00,Colorado Department of Public Health and Environment,,,14.0,9.0,,0,1,1,0,,,,,1.7,UG/M3,,,,,6.0,UG/M3
060210003,Willows-Colusa,Active,R9,39.53387,-122.190834,13.7,-8.0,US,CA,04/16/2024,13:00,California Air Resources Board,Willows,17.0,4.0,9.0,,1,1,1,0,,,,,1.0,UG/M3,,,21.0,PPB,4.0,UG/M3
261390005,JENISON,Active,R5,42.894402,-85.852798,390.4,-5.0,US,MI,04/16/2024,13:00,"Michigan Department of Environment, Great Lakes, and Energy",Grand Rapids,35.0,18.0,15.0,,1,1,1,0,,,,,3.6,UG/M3,,,35.0,PPB,23.0,UG/M3
510410004,BEACH ROAD,Active,R3,37.35748,-77.59355,0.0,-5.0,US,VA,04/16/2024,13:00,Virginia Dept. of Environmental Quality,Richmond,32.0,12.0,25.0,,1,1,1,0,,,,,4.2,UG/M3,,,42.0,PPB,10.0,UG/M3
040191030,Green Valley,Active,R9,31.8794,-110.9964,0.0,-7.0,US,AZ,04/16/2024,13:00,Pima County Department of Environmental Quality,Tucson,23.0,8.0,5.0,,1,1,1,0,,,,,1.0,UG/M3,,,12.0,PPB,8.0,UG/M3
401091037,North OKC,Active,R6,35.612801,-97.472198,0.0,-6.0,US,OK,04/16/2024,13:00,Oklahoma Department of Environmental Quality,Oklahoma City,33.0,25.0,51.0,3.0,1,1,1,1,3.0,PPB,0.3,PPM,9.9,UG/M3,0.0,PPB,37.0,PPB,28.0,UG/M3
840060472510,Merced-M St,Active,R9,37.30833,-120.480361,0.0,-8.0,US,CA,04/16/2024,13:00,San Joaquin Valley Unified APCD,Merced,,16.0,28.0,,0,1,1,0,,,,,7.8,UG/M3,,,,,20.0,UG/M3
840401239030,Mobile - Chickasaw,Active,R6,34.776389,-96.677778,308.1,-6.0,US,OK,04/16/2024,13:00,Cherokee Nation,,28.0,19.0,40.0,,1,1,1,0,,,,,10.3,UG/M3,,,29.0,PPB,22.0,UG/M3
350010023,Del Norte,Active,R6,35.1353,-106.584702,1590.0,-7.0,US,NM,04/16/2024,13:00,Albuquerque Environmental Health Department,Albuquerque,33.0,16.0,12.0,23.0,1,1,1,1,24.7,PPB,,,3.8,UG/M3,0.0,PPB,25.0,PPB,24.0,UG/M3
484530021,Austin Webberville Road C171,Active,R6,30.2633,-97.7131,152.5,-6.0,US,TX,04/16/2024,13:00,Texas Commission on Environmental Quality,Austin,,29.0,59.0,,0,1,1,0,,,,,17.7,UG/M3,,,,,31.0,UG/M3
401090097,Near Road OKC,Active,R6,35.502968,-97.577674,0.0,-6.0,US,OK,04/16/2024,13:00,Oklahoma Department of Environmental Quality,Oklahoma City,,25.0,51.0,4.0,0,1,1,1,4.0,PPB,0.3,PPM,9.5,UG/M3,,,,,32.0,UG/M3
510590030,FRANCONIA,Active,R3,38.77335,-77.10468,68.0,-5.0,US,VA,04/16/2024,13:00,Virginia Dept. of Environmental Quality,Northern Virginia|Metropolitan Washington,37.0,9.0,17.0,,1,1,1,0,,,,,4.0,UG/M3,1.2,PPB,43.0,PPB,10.0,UG/M3
390350065,Harvard Yards,Active,R5,41.446682,-81.662419,0.0,-5.0,US,OH,04/16/2024,13:00,Ohio EPA-DAPC,,,53.0,38.0,,0,1,1,0,,,,,7.5,UG/M3,5.0,PPB,,,49.0,UG/M3
300890007,Thompson Falls HS,Active,R8,47.594395,-115.323746,0.0,-7.0,US,MT,04/16/2024,13:00,Montana DEQ,Thompson Falls,,33.0,27.0,,0,1,1,0,,,,,6.6,UG/M3,,,,,51.0,UG/M3
80011G007,Estación CICEG,Active,MX,21.101789,-101.6347,470.6,-6.0,MX,MX,04/16/2024,13:00,Secretaría de Medio Ambiente y Ordenamiento Territorial,Guanajuato,10.0,56.0,78.0,,1,1,1,0,,,1.5,PPM,20.2,UG/M3,,,8.0,PPB,80.0,UG/M3
061113001,El Rio - Rio Mesa School #2,Active,R9,34.25239,-119.14318,0.0,-8.0,US,CA,04/16/2024,13:00,Ventura County APCD,Oxnard,20.0,9.0,18.0,,1,1,1,0,,,,,6.0,UG/M3,,,16.0,PPB,12.0,UG/M3
400270049,Moore,Active,R6,35.32,-97.4883,0.0,-6.0,US,OK,04/16/2024,13:00,Oklahoma Department of Environmental Quality,Oklahoma City,33.0,24.0,54.0,,1,1,1,0,,,,,11.4,UG/M3,,,36.0,PPB,27.0,UG/M3
401470217,Copan,Active,R6,36.908115,-95.88235,0.0,-6.0,US,OK,04/16/2024,13:00,Oklahoma Department of Environmental Quality,,29.0,17.0,43.0,,1,1,1,0,,,,,10.7,UG/M3,,,29.0,PPB,22.0,UG/M3
840TT5821016,Morongo School,Active,R9,33.9446,-116.8303,692.7,-8.0,US,,04/16/2024,13:00,Morongo Band of Mission Indians,,41.0,4.0,7.0,,1,1,1,0,,,,,0.8,UG/M3,,,44.0,PPB,3.0,UG/M3
350011013,North Valley,Active,R6,35.187801,-106.603897,1524.1,-7.0,US,NM,04/16/2024,13:00,Albuquerque Environmental Health Department,Albuquerque,,35.0,18.0,,0,1,1,0,,,,,5.7,UG/M3,,,,,53.0,UG/M3
132450091,Augusta,Active,R4,33.4333,-82.0219,46.1,-5.0,US,GA,04/16/2024,13:00,Georgia Department of Natural Resources,Aiken-Augusta - SC and GA,20.0,33.0,56.0,,1,1,1,0,,,,,15.7,UG/M3,1.3,PPB,21.0,PPB,36.0,UG/M3
124000100703,Kelowna KLO Road,Active,CA,49.862119,-119.467461,0.0,-8.0,CA,,04/16/2024,13:00,British Columbia Ministry of Environment,,30.0,3.0,1.0,2.0,1,1,1,1,2.4,PPB,0.2,PPM,0.4,UG/M3,0.1,PPB,30.0,PPB,3.0,UG/M3
330150018,Londonderry - Moose Hill,Active,R1,42.862531,-71.38014,123.8,-5.0,US,NH,04/16/2024,13:00,New Hampshire Dept. of Environmental Services,Londonderry,33.0,6.0,12.0,,1,1,1,0,,,0.1,PPM,2.8,UG/M3,0.7,PPB,42.0,PPB,6.0,UG/M3
511071005,ASHBURN,Active,R3,39.02473,-77.48925,0.0,-5.0,US,VA,04/16/2024,13:00,Virginia Dept. of Environmental Quality,Northern Virginia|Metropolitan Washington,37.0,13.0,21.0,2.0,1,1,1,1,2.9,PPB,,,4.5,UG/M3,,,46.0,PPB,12.0,UG/M3
370670022,Hattie Avenue,Active,R4,36.110933,-80.224411,281.8,-5.0,US,NC,04/16/2024,13:00,Forsyth County Office of Environmental Assistance and Protection,Forsyth County-Winston-Salem-Greensboro-High Point,40.0,24.0,51.0,2.0,1,1,1,1,2.5,PPB,,,12.1,UG/M3,-0.5,PPB,46.0,PPB,24.0,UG/M3
390350038,St Theodosius,Active,R5,41.477011,-81.682383,0.0,-5.0,US,OH,04/16/2024,13:00,Ohio EPA-DAPC,Cleveland-Akron-Lorain,,69.0,65.0,,0,1,1,0,,,,,20.5,UG/M3,6.0,PPB,,,99.0,UG/M3
000103202,Golden Helipad,Active,CA,51.2975,-116.966,773.5,-8.0,CA,CC,04/16/2024,13:00,British Columbia Ministry of Environment,,,5.0,14.0,,0,1,1,0,,,,,4.9,UG/M3,,,,,8.0,UG/M3
040230004,Nogales Post Office,Active,R9,31.337204,-110.936722,1176.7,-7.0,US,AZ,04/16/2024,13:00,Arizona Department of Environmental Quality,Nogales,,32.0,12.0,,0,1,1,0,,,,,3.0,UG/M3,,,,,52.0,UG/M3
120850007,Stuart,Active,R4,27.172459,-80.240692,0.0,-5.0,US,FL,04/16/2024,13:00,Florida Dept. of Environmental Protection,Fort Pierce,34.0,15.0,18.0,,1,1,1,0,,,,,4.2,UG/M3,,,46.0,PPB,17.0,UG/M3
201730010,WHlthDpt,Active,R7,37.7011,-97.3139,0.0,-6.0,US,KS,04/16/2024,13:00,Kansas Dept. of Health and Environment,Wichita,39.0,18.0,17.0,6.0,1,1,1,1,6.9,PPB,,,3.2,UG/M3,,,41.0,PPB,18.0,UG/M3
090031003,East Hartford,Active,R1,41.7847,-72.6297,14.9,-5.0,US,CT,04/16/2024,13:00,Connecticut Dept. of Energy and Environmental Protection,Hartford|Middletown,30.0,8.0,16.0,4.0,1,1,1,1,4.7,PPB,,,3.3,UG/M3,,,39.0,PPB,7.0,UG/M3
130210012,Macon Forestry,Active,R4,32.8031,-83.5447,0.0,-5.0,US,GA,04/16/2024,13:00,Georgia Department of Natural Resources,Macon,12.0,32.0,52.0,,1,1,1,0,,,,,13.3,UG/M3,1.0,PPB,11.0,PPB,37.0,UG/M3
80011G005,Estación Teódula,Active,MX,20.657939,-101.34915,494.7,-6.0,MX,MX,04/16/2024,13:00,Secretaría de Medio Ambiente y Ordenamiento Territorial,Guanajuato,19.0,56.0,86.0,,1,1,1,0,,,2.5,PPM,29.9,UG/M3,8.8,PPB,6.0,PPB,75.0,UG/M3
040134003,South Phoenix,Active,R9,33.4033,-112.0731,307.4,-7.0,US,AZ,04/16/2024,13:00,Maricopa County Air Quality Department,Phoenix,13.0,32.0,52.0,,1,1,1,0,,,0.7,PPM,14.0,UG/M3,,,4.0,PPB,41.0,UG/M3
840132950004,Rossville-Williams St,Active,R4,34.9784,-85.2943,0.0,-5.0,US,GA,04/16/2024,13:00,Georgia Department of Natural Resources,Chattanooga,,47.0,58.0,,0,1,1,0,,,,,13.8,UG/M3,,,,,36.0,UG/M3
390810017,Steubenville,Active,R5,40.366452,-80.615691,0.0,-5.0,US,OH,04/16/2024,13:00,Ohio EPA-DAPC,,15.0,38.0,42.0,,1,1,1,0,,,,,11.6,UG/M3,2.0,PPB,14.0,PPB,41.0,UG/M3
211110067,Cannons Lane,Active,R4,38.2286,-85.6544,164.1,-5.0,US,KY,04/16/2024,13:00,Louisville Metro Air Pollution Control District ,Louisville,16.0,22.0,48.0,14.0,1,1,1,1,15.3,PPB,0.3,PPM,12.6,UG/M3,,,20.0,PPB,27.0,UG/M3
211110075,Near Road,Active,R4,38.1935,-85.7121,0.0,-5.0,US,KY,04/16/2024,13:00,Louisville Metro Air Pollution Control District ,Louisville,,38.0,55.0,24.0,0,1,1,1,25.0,PPB,0.6,PPM,15.0,UG/M3,,,,,42.0,UG/M3
040139812,Durango Complex,Active,R9,33.4265,-112.1181,316.9,-7.0,US,AZ,04/16/2024,13:00,Maricopa County Air Quality Department,Phoenix,,76.0,65.0,,0,1,1,0,,,,,26.0,UG/M3,1.0,PPB,,,156.0,UG/M3
060730001,Chula Vista,Active,R9,32.631229,-117.059074,54.9,-8.0,US,CA,04/16/2024,13:00,San Diego APCD,San Diego Coast,17.0,14.0,28.0,,1,1,1,0,,,,,7.9,UG/M3,,,3.0,PPB,18.0,UG/M3
390950024,Erie,Active,R5,41.644067,-83.54625,298.9,-5.0,US,OH,04/16/2024,13:00,Ohio EPA-DAPC,Toledo,34.0,15.0,24.0,,1,1,1,0,,,,,5.4,UG/M3,,,35.0,PPB,13.0,UG/M3
482150043,Mission C43,Active,R6,26.226226,-98.29107,39.7,-6.0,US,TX,04/16/2024,13:00,Texas Commission on Environmental Quality,Brownsville-McAllen,25.0,47.0,64.0,,1,1,1,0,,,,,19.0,UG/M3,,,25.0,PPB,60.0,UG/M3
000100110,Kensington Park,Active,CA,49.2794,-122.9711,133.0,-8.0,CA,CC,04/16/2024,13:00,Metro Vancouver,,15.0,6.0,7.0,19.0,1,1,1,1,20.3,PPB,,,1.6,UG/M3,0.4,PPB,6.0,PPB,8.0,UG/M3
160790017,Pinehurst,Active,R10,47.536712,-116.236867,680.5,-8.0,US,ID,04/16/2024,13:00,Idaho Department of Environmental Quality,Pinehurst,,12.0,32.0,,0,1,1,0,,,,,10.0,UG/M3,,,,,11.0,UG/M3
090092123,Waterbury,Active,R1,41.5503,-73.0442,0.0,-5.0,US,CT,04/16/2024,13:00,Connecticut Dept. of Energy and Environmental Protection,Waterbury,,10.0,15.0,,0,1,1,0,,,,,3.0,UG/M3,,,,,8.0,UG/M3
130890002,South DeKalb,Active,R4,33.6906,-84.2731,0.0,-5.0,US,GA,04/16/2024,13:00,Georgia Department of Natural Resources,Atlanta,8.0,23.0,57.0,18.0,1,1,1,1,19.5,PPB,0.6,PPM,15.2,UG/M3,0.3,PPB,0.0,PPB,26.0,UG/M3
840320310031,Reno4,Active,R9,39.521918,-119.795444,0.0,-8.0,US,NV,04/16/2024,13:00,Northern Nevada Public Health Air Quality Management Division,Reno-Sparks,17.0,12.0,26.0,15.0,1,1,1,1,16.2,PPB,0.2,PPM,5.0,UG/M3,0.1,PPB,13.0,PPB,17.0,UG/M3
TPCD0013T,Department of Disease Control,Active,,13.852778,100.529444,0.0,7.0,,,04/16/2024,13:00,Thailand Pollution Control Department,,32.0,25.0,70.0,,1,1,1,1,,,0.3,PPM,19.0,UG/M3,0.0,PPB,28.0,PPB,24.0,UG/M3
280490020,Jackson NCORE,Active,R4,32.329042,-90.182659,101.9,-6.0,US,MS,04/16/2024,13:00,Mississippi DEQ,Jackson,35.0,13.0,23.0,,1,1,1,0,,,0.3,PPM,6.0,UG/M3,1.0,PPB,36.0,PPB,16.0,UG/M3
391450013,Portsmouth Water Treatment Plant,Active,R5,38.754595,-82.917,298.9,-5.0,US,OH,04/16/2024,13:00,Ohio EPA-DAPC,,,31.0,34.0,,0,1,1,0,,,,,7.7,UG/M3,,,,,36.0,UG/M3
300930005,Butte Greely School,Active,R8,46.002399,-112.500893,1683.0,-7.0,US,MT,04/16/2024,13:00,Montana DEQ,Butte,,23.0,26.0,,0,1,1,0,,,,,6.4,UG/M3,,,,,34.0,UG/M3
080690009,Ft. Collins - CSU Facilities,Active,R8,40.571259,-105.079765,1525.9,-7.0,US,CO,04/16/2024,13:00,Colorado Department of Public Health and Environment,Fort Collins,,3.0,8.0,,0,1,1,0,,,,,1.6,UG/M3,,,,,3.0,UG/M3
401430174,Glenpool,Active,R6,35.9525,-96.0033,0.0,-6.0,US,OK,04/16/2024,13:00,Oklahoma Department of Environmental Quality,Tulsa,31.0,18.0,45.0,,1,1,1,0,,,,,11.1,UG/M3,,,32.0,PPB,22.0,UG/M3
320030299,Liberty High School,Active,R9,35.987908,-115.14885,0.0,-8.0,US,NV,04/16/2024,13:00,Clark County Department of Environment and Sustainability ,Las Vegas,38.0,14.0,8.0,,1,1,1,0,,,,,2.1,UG/M3,,,36.0,PPB,18.0,UG/M3
090050005,Cornwall,Active,R1,41.833099,-73.303299,505.1,-5.0,US,CT,04/16/2024,13:00,Connecticut Dept. of Energy and Environmental Protection,Torrington,42.0,6.0,12.0,,1,1,1,0,,,0.1,PPM,2.9,UG/M3,0.0,PPB,44.0,PPB,6.0,UG/M3
380150003,Bismarck Residential,Active,R8,46.8253,-100.7681,580.1,-6.0,US,ND,04/16/2024,13:00,North Dakota Department of Environmental Quality,Bismarck,29.0,8.0,17.0,2.0,1,1,1,1,2.9,PPB,,,4.0,UG/M3,0.1,PPB,30.0,PPB,9.0,UG/M3
000103901,Kitimat Riverlodge,Active,CA,54.05389,-128.671436,0.0,-8.0,CA,CC,04/16/2024,13:00,British Columbia Ministry of Environment,,,6.0,8.0,,0,1,1,0,,,,,2.0,UG/M3,0.4,PPB,,,6.0,UG/M3
320030071,Walter Johnson,Active,R9,36.169756,-115.263038,771.7,-8.0,US,NV,04/16/2024,13:00,Clark County Department of Environment and Sustainability ,Las Vegas,31.0,7.0,6.0,,1,1,1,0,,,,,2.0,UG/M3,,,24.0,PPB,10.0,UG/M3
483550034,Corpus Christi Dona Park C635,Active,R6,27.811814,-97.4657,7.6,-6.0,US,TX,04/16/2024,13:00,Texas Commission on Environmental Quality,Corpus Christi,,44.0,90.0,,0,1,1,0,,,,,29.9,UG/M3,,,,,49.0,UG/M3
124000103011,Elkford Rocky Mountain Elementary School,Active,CA,50.007794,-114.93342,1333.8,-8.0,CA,,04/16/2024,13:00,British Columbia Ministry of Environment,,,5.0,9.0,,0,1,1,0,,,,,2.5,UG/M3,,,,,6.0,UG/M3
370810013,MENDNHAL,Active,R4,36.109006,-79.802314,244.3,-5.0,US,NC,04/16/2024,13:00,North Carolina DEQ - Division of Air Quality,Forsyth County-Winston-Salem-Greensboro-High Point,36.0,19.0,54.0,,1,1,1,0,,,,,17.0,UG/M3,,,42.0,PPB,24.0,UG/M3
000103502,Castlegar Zinio Park,Active,CA,49.317698,-117.661527,0.0,-8.0,CA,CC,04/16/2024,13:00,British Columbia Ministry of Environment,,33.0,6.0,16.0,8.0,1,1,1,1,8.6,PPB,,,4.8,UG/M3,0.4,PPB,28.0,PPB,9.0,UG/M3
320030024,Virgin Valley,Active,R9,36.815897,-114.050347,0.0,-8.0,US,NV,04/16/2024,13:00,Clark County Department of Environment and Sustainability ,Mesquite,29.0,8.0,7.0,,1,1,1,0,,,,,1.9,UG/M3,,,21.0,PPB,11.0,UG/M3
350011012,Tramway,Active,R6,35.185,-106.5077,1805.3,-7.0,US,NM,04/16/2024,13:00,Albuquerque Environmental Health Department,Albuquerque,44.0,7.0,4.0,,1,1,1,0,,,,,1.0,UG/M3,,,45.0,PPB,7.0,UG/M3
060710306,Victorville - Park Avenue,Active,R9,34.510955,-117.32555,278.5,-8.0,US,CA,04/16/2024,13:00,Mojave Desert AQMD,Phelan|Victorville,11.0,1.0,28.0,,1,1,1,0,,,,,7.0,UG/M3,,,3.0,PPB,3.0,UG/M3
300290049,Columbia Falls,Active,R8,48.363694,-114.189272,0.0,-7.0,US,MT,04/16/2024,13:00,Montana DEQ,Flathead Valley,,17.0,22.0,,0,1,1,0,,,,,6.5,UG/M3,,,,,28.0,UG/M3
840021851111,BLM-Kaktovik,Active,R10,70.1319,-143.6239,0.0,-9.0,US,AK,04/16/2024,13:00,Bureau of Land Management - Alaska ,,38.0,4.0,13.0,0.0,1,1,1,1,0.0,PPB,0.1,PPM,3.2,UG/M3,0.2,PPB,44.0,PPB,4.0,UG/M3
460110003,Research Farm,Active,R8,44.348604,-96.807299,0.0,-6.0,US,SD,04/16/2024,13:00,South Dakota Department of Agriculture and Natural Resources,Brookings,30.0,20.0,30.0,,1,1,1,0,,,,,7.2,UG/M3,,,32.0,PPB,28.0,UG/M3
000104003,Vernon Science Centre,Active,CA,50.260617,-119.270723,500.2,-8.0,CA,CC,04/16/2024,13:00,British Columbia Ministry of Environment,,38.0,10.0,8.0,8.0,1,1,1,1,8.4,PPB,,,2.3,UG/M3,,,37.0,PPB,15.0,UG/M3
121275002,Blind Services; 1185-A Dunn Ave,Active,R4,29.2069,-81.0531,0.0,-5.0,US,FL,04/16/2024,13:00,Florida Dept. of Environmental Protection,Daytona Beach,28.0,13.0,20.0,,1,1,1,0,,,,,4.3,UG/M3,,,39.0,PPB,14.0,UG/M3
061030007,Red Bluff - Walnut office,Active,R9,40.170917,-122.255667,99.7,-8.0,US,CA,04/16/2024,13:00,Tehama County Air Pollution Control District,Red Bluff,17.0,7.0,18.0,,1,1,1,0,,,,,2.9,UG/M3,,,17.0,PPB,7.0,UG/M3
300630024,Missoula Boyd Park,Active,R8,46.842297,-114.020549,0.0,-7.0,US,MT,04/16/2024,13:00,Montana DEQ,Missoula,36.0,19.0,7.0,,1,1,1,0,,,,,0.6,UG/M3,,,38.0,PPB,24.0,UG/M3
510870014,MATH & SCIENCE CTR,Active,R3,37.55652,-77.40027,58.6,-5.0,US,VA,04/16/2024,13:00,Virginia Dept. of Environmental Quality,Richmond,33.0,11.0,22.0,1.0,1,1,1,1,1.9,PPB,0.1,PPM,3.9,UG/M3,-0.1,PPB,41.0,PPB,11.0,UG/M3
290950034,Troost,Active,R7,39.10465,-94.57055,296.2,-6.0,US,MO,04/16/2024,13:00,Missouri Department of Natural Resources,Kansas City,,22.0,24.0,9.0,0,1,1,1,10.4,PPB,,,6.5,UG/M3,1.1,PPB,,,28.0,UG/M3
840550250047,Madison University Ave,Active,R5,43.07378,-89.43595,0.0,-6.0,US,WI,04/16/2024,13:00,Wisconsin Dept. of Natural Resources,"Dane, Columbia, and Sauk Counties",,19.0,21.0,,0,1,1,0,,,,,5.7,UG/M3,,,,,23.0,UG/M3
840530630017,Spokane-E Broadway Ave,Active,R10,47.663962,-117.25765,611.2,-8.0,US,WA,04/16/2024,13:00,Washington Department of Ecology,Spokane,,14.0,20.0,,0,1,1,0,,,,,6.0,UG/M3,,,,,18.0,UG/M3
500070007,Underhill,Active,R1,44.528389,-72.868973,388.0,-5.0,US,VT,04/16/2024,13:00,Vermont Air Quality & Climate Division,Burlington|Vermont Mountain Valley Locations,38.0,4.0,11.0,,1,1,1,0,,,,,2.4,UG/M3,,,42.0,PPB,4.0,UG/M3
80011G009,Estación Hospital General,Active,MX,20.9479,-101.4258,543.8,-6.0,MX,MX,04/16/2024,13:00,Secretaría de Medio Ambiente y Ordenamiento Territorial,Guanajuato,8.0,57.0,12.0,,1,1,1,0,,,5.3,PPM,2.8,UG/M3,5.2,PPB,6.0,PPB,80.0,UG/M3
840240396431,Princess Anne,Active,R3,38.176541,-75.701489,0.0,-5.0,US,MD,04/16/2024,13:00,Maryland Department of the Environment,,,14.0,19.0,,0,1,1,0,,,,,3.6,UG/M3,,,,,15.0,UG/M3
080310013,Denver - NJH - 14th Ave. & Albion St.,Active,R8,39.7386,-104.9394,1629.3,-7.0,US,CO,04/16/2024,13:00,Colorado Department of Public Health and Environment,Denver-Boulder,,11.0,14.0,,0,1,1,0,,,,,5.3,UG/M3,,,,,17.0,UG/M3
130511002,Savannah L&A,Active,R4,32.0903,-81.1306,11.9,-5.0,US,GA,04/16/2024,13:00,Georgia Department of Natural Resources,Savannah,,65.0,67.0,,0,1,1,0,,,,,16.2,UG/M3,1.6,PPB,,,75.0,UG/M3
320310025,Toll,Active,R9,39.399841,-119.739606,0.0,-8.0,US,NV,04/16/2024,13:00,Northern Nevada Public Health Air Quality Management Division,Reno-Sparks,21.0,9.0,22.0,,1,1,1,0,,,,,5.0,UG/M3,,,20.0,PPB,16.0,UG/M3
764TPCD0016T,South Bangkok Power Plant,Active,,13.618,100.5562,0.0,7.0,,,04/16/2024,13:00,Thailand Pollution Control Department,,,23.0,62.0,,1,1,1,1,,,,,18.0,UG/M3,,,,,27.0,UG/M3
131350002,Gwinnett Tech,Active,R4,33.9636,-84.0664,0.0,-5.0,US,GA,04/16/2024,13:00,Georgia Department of Natural Resources,Atlanta,9.0,42.0,89.0,,1,1,1,0,,,,,30.4,UG/M3,,,2.0,PPB,47.0,UG/M3
500030004,Bennington,Active,R1,42.887501,-73.249702,219.0,-5.0,US,VT,04/16/2024,13:00,Vermont Air Quality & Climate Division,Bennington|Vermont Mountain Valley Locations,31.0,6.0,13.0,,1,1,1,0,,,,,3.2,UG/M3,,,40.0,PPB,7.0,UG/M3
350010029,South Valley,Active,R6,35.0186,-106.651901,1508.8,-7.0,US,NM,04/16/2024,13:00,Albuquerque Environmental Health Department,Albuquerque,35.0,60.0,24.0,22.0,1,1,1,1,23.3,PPB,0.3,PPM,7.8,UG/M3,,,24.0,PPB,110.0,UG/M3
800260006,Nogales ITN,Active,R9,31.291294,-110.951508,0.0,-7.0,US,MX,04/16/2024,13:00,Arizona Department of Environmental Quality,,30.0,33.0,29.0,,1,1,1,0,,,,,9.4,UG/M3,,,12.0,PPB,50.0,UG/M3
060832011,Goleta,Active,R9,34.445301,-119.827797,0.0,-8.0,US,CA,04/16/2024,13:00,Santa Barbara County Air Pollution Control District,Goleta,7.0,8.0,18.0,,1,1,1,0,,,,,1.0,UG/M3,,,5.0,PPB,12.0,UG/M3
090090027,New Haven,Active,R1,41.301288,-72.902685,0.0,-5.0,US,CT,04/16/2024,13:00,Connecticut Dept. of Energy and Environmental Protection,New Haven,31.0,19.0,16.0,,1,1,1,1,,,0.2,PPM,3.5,UG/M3,0.1,PPB,45.0,PPB,20.0,UG/M3
840133030001,Sandersville,Active,R4,32.9672,-82.807,0.0,-5.0,US,GA,04/16/2024,13:00,Georgia Department of Natural Resources,,,39.0,59.0,,0,1,1,0,,,,,17.2,UG/M3,,,,,52.0,UG/M3
840130210007,Macon Allied,Active,R4,32.77729,-83.6412,0.0,-5.0,US,GA,04/16/2024,13:00,Georgia Department of Natural Resources,,,60.0,70.0,,0,1,1,0,,,,,23.4,UG/M3,,,,,102.0,UG/M3
510690010,LESTER BUILDING SYSTEMS  NEAR REST,Active,R3,39.28102,-78.08157,191.8,-5.0,US,VA,04/16/2024,13:00,Virginia Dept. of Environmental Quality,Winchester,26.0,27.0,20.0,,1,1,1,0,,,,,4.1,UG/M3,,,44.0,PPB,25.0,UG/M3
TPCD0027T,Samut Sakhon Wittayalai School,Active,,13.550263,100.264768,0.0,7.0,,,04/16/2024,13:00,Thailand Pollution Control Department,,,35.0,60.0,,1,1,1,1,,,,,18.0,UG/M3,,,,,45.0,UG/M3
