"AQSID","SiteName","Status","EPARegion","Latitude","Longitude","Elevation","GMTOffset","CountryCode","StateName","ValidDate","ValidTime","DataSource","ReportingArea_PipeDelimited","OZONE_AQI","PM10_AQI","PM25_AQI","NO2_AQI","OZONE_Measured","PM10_Measured","PM25_Measured","NO2_Measured","NO2","NO2_Unit","CO","CO_Unit","PM25","PM25_Unit","SO2","SO2_Unit","OZONE","OZONE_Unit","PM10","PM10_Unit"
"040258033","Prescott College","Inactive","R9","34.546667","-112.476111","1591.8","-7","US","AZ","04/12/2024","16:00","Arizona Department of Environmental Quality","","","","","","1","0","0","0","","","","","","","","","","","",""
"029205510","JPN Site 029205510","Active","","34.511338","135.794397","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"027210010","JPN Site 027210010","Active","","34.814359","135.650783","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"201910002","PECK","Active","R7","37.4769","-97.3664","0.0","-6","US","KS","04/12/2024","16:00","Kansas Dept. of Health and Environment","Wichita","32","39","28","0","1","1","1","1","0.4","PPB","","","2.9","UG/M3","-0.1","PPB","47.0","PPB","23.0","UG/M3"
"004101010","JPN Site 004101010","Active","","38.274078","140.778532","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"201330003","Chanute","Active","R7","37.67696","-95.47594","0.0","-6","US","KS","04/12/2024","16:00","Kansas Dept. of Health and Environment","","34","28","15","1","1","1","1","1","1.1","PPB","","","2.5","UG/M3","0.3","PPB","45.0","PPB","16.0","UG/M3"
"060834003","VAFB South Base","Inactive","R9","34.5961","-120.6303","0.0","-8","US","CA","04/12/2024","16:00","Santa Barbara County Air Pollution Control District","Lompoc","","","","","1","1","0","0","","","","","","","","","","","",""
"060271018","Lone Pine Paiute/Shoshone Tribe-CA","Active","R8","36.5975","-118.04","1288.9","-8","US","CA","04/12/2024","16:00","Quality Review and Exchange System for Tribes (QREST)","Lone Pine","","","20","","0","1","1","0","","","","","4.9","UG/M3","","","","","",""
"011403010","JPN Site 011403010","Active","","36.223162","139.38152","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"471870106","FVIEW","Active","R4","35.9514","-87.1375","0.0","-6","US","TN","04/12/2024","16:00","Tennessee Air Pollution Control Div.","Nashville","40","","","","1","0","0","0","","","","","","","","","47.0","PPB","",""
"370650099","LEGGETT","Active","R4","35.988278","-77.5843","18.0","-5","US","NC","04/12/2024","16:00","North Carolina DEQ - Division of Air Quality","Edgecombe County","44","","","","1","0","1","0","","","","","","","","","53.0","PPB","",""
"040078000","Miami Golf Course","Active","R9","33.419017","-110.829667","1000.4","-7","US","AZ","04/12/2024","16:00","Arizona Department of Environmental Quality","Miami","","24","","","0","1","0","0","","","","","","","","","","","19.0","UG/M3"
"840530630054","Spokane-E Sprague Ave","Active","R10","47.65709","-117.3678","0.0","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","","","","0","","0","0","1","0","","","","","-1.4","UG/M3","","","","","",""
"840410390101","Eugene - Wilkes Dr.","Active","R10","44.1158","-123.12107","120.5","-8","US","OR","04/12/2024","16:00","Lane Regional Air Protection Agency","Eugene and Springfield","","","18","","0","0","1","0","","","","","4.2","UG/M3","","","","","",""
"210930006","ETOWN2","Active","R4","37.7064","-85.8517","0.0","-5","US","KY","04/12/2024","16:00","Kentucky DEP","Elizabethtown","34","","15","","1","0","1","0","","","","","4.2","UG/M3","","","36.0","PPB","",""
"840060731017","San Diego - Rancho Carmel Drive","Active","R9","32.985442","-117.08218","219.0","-8","US","CA","04/12/2024","16:00","San Diego APCD","","","18","45","","0","1","1","0","","","","","10.5","UG/M3","","","","","21.0","UG/M3"
"530272002","Aberdeen-Division St","Active","R10","46.9772","-123.8317","0.3","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Aberdeen","","","5","","0","0","1","0","","","","","1.3","UG/M3","","","","","",""
"160010014","Boise Eastman","Inactive","R10","43.616379","-116.203817","0.0","-7","US","ID","04/12/2024","16:00","Idaho Department of Environmental Quality","Boise","","","","","0","0","0","0","","","","","","","","","","","",""
"040107020","JPN Site 040107020","Active","","33.830215","130.939553","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"000100401","Kamloops Federal Building","Active","CA","50.67477","-120.334016","0.0","-8","CA","CC","04/12/2024","16:00","British Columbia Ministry of Environment","","22","","33","9","1","0","1","1","10.3","PPB","","","8.5","UG/M3","0.4","PPB","23.0","PPB","",""
"410190002","Roseburg - Garden Valley Blvd.","Inactive","R10","43.2266","-123.36479","0.0","-8","US","OR","04/12/2024","16:00","Oregon Dept. of Environmental Quality","Roseburg","","","","","0","0","1","0","","","","","","","","","","","",""
"038421010","JPN Site 038421010","Active","","33.624709","132.501655","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"023211050","JPN Site 023211050","Active","","35.154904","137.162864","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"131210048","Georgia Tech","Inactive","R4","33.7792","-84.396","0.0","-5","US","GA","04/12/2024","16:00","Georgia Department of Natural Resources","Atlanta","","","","","0","1","0","0","","","","","","","","","","","",""
"482010553","Crosby Library C553","Inactive","R6","29.9208","-95.0683","12.2","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","1","0","0","0","","","","","","","","","","","",""
"025201080","JPN Site 025201080","Active","","35.117109","135.915747","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"480535009","Burnet KBMQ C5009","Active","R6","30.7406","-98.2353","396.5","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"061110007","Thousand Oaks - Moorpark Road","Active","R9","34.21017","-118.87051","0.0","-8","US","CA","04/12/2024","16:00","Ventura County APCD","Thousand Oaks","32","","64","","1","0","1","0","","","","","15.0","UG/M3","","","40.0","PPB","",""
"000100202","PRG Plaza 400","Active","CA","53.91472","-122.74194","601.5","-8","CA","CC","04/12/2024","16:00","British Columbia Ministry of Environment","","24","4","10","2","1","1","1","1","2.3","PPB","","","1.3","UG/M3","1.0","PPB","32.0","PPB","5.0","UG/M3"
"018203120","JPN Site 018203120","Active","","35.881752","136.063478","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"013115550","JPN Site 013115550","Active","","35.719887","139.619023","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"010205010","JPN Site 010205010","Active","","36.289822","139.381517","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"460290002","Watertown","Active","R8","44.89965","-97.128802","0.0","-6","US","SD","04/12/2024","16:00","South Dakota Department of Agriculture and Natural Resources","Watertown","20","11","28","","1","1","1","0","","","","","6.3","UG/M3","","","32.0","PPB","7.0","UG/M3"
"800020014","SPABC14 COBACH","Active","MX","32.6336","-115.5042","0.0","-8","MX","MX","04/12/2024","16:00","Baja California","Mexicali","","","","","1","0","1","1","","","","","","","","","","","",""
"027367010","JPN Site 027367010","Active","","34.33968","135.228063","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"020421030","JPN Site 020421030","Active","","35.84234","137.685012","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"060430003","Yosemite NP Turtleback Dome","Active","USEPA","37.713299","-119.7061","1605.5","-8","US","CA","04/12/2024","16:00","National Park Service","Yosemite National Park","44","","","","1","0","0","0","","","","","","","","","51.0","PPB","",""
"764TPCD00O10","Grand Monaco Village","Active","","13.672332","100.698602","0.0","7","","N/A","04/12/2024","16:00","Thailand Pollution Control Department","","","","67","","0","1","1","0","","","","","18.0","UG/M3","","","","","",""
"300750001","Broadus","Active","R8","45.440295","-105.37028","0.0","-7","US","MT","04/12/2024","16:00","Montana DEQ","Broadus","","0","9","","1","1","1","0","","","","","1.9","UG/M3","","","","","0.0","UG/M3"
"012409010","JPN Site 012409010","Active","","35.717679","140.403403","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"380171004","Fargo NW","Active","R8","46.933601","-96.854698","275.1","-6","US","ND","04/12/2024","16:00","North Dakota Department of Environmental Quality","Fargo|Red River Valley South|Red River Valley North","33","","13","1","1","1","1","1","1.4","PPB","","","2.8","UG/M3","1.9","PPB","42.0","PPB","",""
"021700008","Butte (Harrison Court)","Inactive","R10","61.534163","-149.031655","29.9","-9","US","AK","04/12/2024","16:00","State of Alaska DEC","Butte","","","","","0","1","1","0","","","","","","","","","","","",""
"060670007","El Camino/Watt","Inactive","R9","38.610315","-121.381541","18.3","-8","US","CA","04/12/2024","16:00","Sacramento Metro. AQMD","","","","","","0","0","0","0","","","","","","","","","","","",""
"840420750101","Lebanon","Active","R3","40.338516","-76.394788","43.9","-5","US","PA","04/12/2024","16:00","Pennsylvania Dept. of Environmental Protection","Susquehanna Valley","32","","4","","1","0","1","0","","","","","1.1","UG/M3","","","39.0","PPB","",""
"023109520","JPN Site 023109520","Active","","35.134069","136.900943","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"012219390","JPN Site 012219390","Active","","35.405763","140.143161","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"121030023","Derby Lane","Active","R4","27.863583","-82.623483","4.9","-5","US","FL","04/12/2024","16:00","Florida Dept. of Environmental Protection","","","","","","0","0","0","0","","","","","","","0.3","PPB","","","",""
"551199991","Perkinstown","Active","R3","45.2066","-90.5969","472.1","-6","US","WI","04/12/2024","16:00","EPA Office of Atmospheric Protection","Marathon and Taylor Counties","38","","","","1","0","0","0","","","","","","","","","41.0","PPB","",""
"060979999","Test Site","Active","R9","51.081001","-114.139999","0.0","-8","US","CA","04/12/2024","16:00","Sonoma Technology","","","","","","0","0","0","0","","","","","","","","","","","",""
"350130023","Solano Drive","Active","R6","32.3169","-106.7669","0.0","-7","US","NM","04/12/2024","16:00","New Mexico Air Quality Bureau","Las Cruces","32","","","","1","0","0","0","","","","","","","","","48.0","PPB","",""
"028107010","JPN Site 028107010","Active","","34.646034","135.120557","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"020212160","JPN Site 020212160","Active","","36.503939","137.859967","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"160530003","Minidoka National Historic Site","Active","USEPA","42.68","-114.2525","1223.4","-7","US","ID","04/12/2024","16:00","National Park Service","","","","","","0","0","1","0","","","","","","","","","","","",""
"003201550","JPN Site 003201550","Active","","39.723096","141.135102","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"340030004","Fort Lee","Inactive","R2","40.854401","-73.9683","0.0","-5","US","NJ","04/12/2024","16:00","New Jersey Dept. of Environmental Protection","Fort Lee","","","","","0","0","1","0","","","","","","","","","","","",""
"060970003","Santa Rosa","Inactive","R9","38.4431","-122.7097","15.6","-8","US","CA","04/12/2024","16:00","San Francisco Bay Area AQMD","Santa Rosa","","","","","1","0","1","0","","","","","","","","","","","",""
"170436001","LISLE","Active","R5","41.8131","-88.0728","0.0","-6","US","IL","04/12/2024","16:00","Illinois EPA","South and West Suburbs (Chicago)","33","","","","1","0","0","0","","","","","","","","","40.0","PPB","",""
"280810005","TUPELOAP","Active","R4","34.264849","-88.766842","107.1","-6","US","MS","04/12/2024","16:00","Mississippi DEQ","Tupelo","42","","","","1","0","0","0","","","","","","","","","47.0","PPB","",""
"290030001","Savannah","Active","R7","39.9544","-94.849","341.6","-6","US","MO","04/12/2024","16:00","Missouri Department of Natural Resources","St. Joseph","39","","","","1","0","0","0","","","","","","","","","45.0","PPB","",""
"026210510","JPN Site 026210510","Active","","34.856022","135.715776","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"191690011","SLATER","Inactive","R7","41.8829","-93.6879","316.3","-6","US","IA","04/12/2024","16:00","Polk Co. Air Quality Division","Des Moines","","","","","1","0","0","0","","","","","","","","","","","",""
"340110007","Millville","Active","R2","39.422272","-75.0252","22.0","-5","US","NJ","04/12/2024","16:00","New Jersey Dept. of Environmental Protection","New Jersey(Southern)|Vineland|Southern Bay","","","13","1","1","0","1","1","1.0","PPB","","","0.5","UG/M3","","","","","",""
"350250008","Hobbs Jefferson","Active","R6","32.7267","-103.1233","1110.8","-7","US","NM","04/12/2024","16:00","New Mexico Air Quality Bureau","Hobbs","42","","22","4","1","0","1","1","4.0","PPB","","","5.5","UG/M3","","","50.0","PPB","",""
"550850996","RHINELANDER","Active","R5","45.6453","-89.4125","149.5","-6","US","WI","04/12/2024","16:00","Wisconsin Dept. of Natural Resources","","","","","","0","0","0","0","","","","","","","-0.9","PPB","","","",""
"840530259991","Royal City","Active","R10","46.91313","-119.62687","0.0","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","","","","5","","0","0","1","0","","","","","0.6","UG/M3","","","","","",""
"042309010","JPN Site 042309010","Active","","32.864743","129.787193","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"060290007","Edison","Active","R9","35.345607","-118.851825","0.0","-8","US","CA","04/12/2024","16:00","California Air Resources Board","","47","","","3","1","0","0","1","3.5","PPB","","","","","","","51.0","PPB","",""
"019206010","JPN Site 019206010","Active","","35.611831","138.932141","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"012217020","JPN Site 012217020","Active","","35.843769","139.972322","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"001203110","JPN Site 001203110","Active","","43.212997","140.933291","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"340150002","Clarksboro","Active","R2","39.800339","-75.21212","11.9","-5","US","NJ","04/12/2024","16:00","New Jersey Dept. of Environmental Protection","Riverline","37","","6","","1","0","1","0","","","","","0.0","UG/M3","","","44.0","PPB","",""
"023223010","JPN Site 023223010","Active","","35.012694","136.964554","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"530570015","Mt Vernon-S 2nd St","Active","R10","48.410198","-122.337601","6.7","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Bellingham|Mount Vernon","","","9","","0","0","1","0","","","","","2.4","UG/M3","","","","","",""
"CC0090227","Calgary Central","Active","CA","51.0467","-114.0728","0.0","-7","CA","CC","04/12/2024","16:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","","","","","1","1","1","0","","","","","","","","","","","",""
"530670005","Yelm-Northern Pacific (SOS)","Inactive","R10","46.952499","-122.5952","397.1","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Shelton","","","","","1","0","0","0","","","","","","","","","","","",""
"410610120","Cove - City Hall","Active","R10","45.300884","-117.812896","882.4","-8","US","OR","04/12/2024","16:00","Oregon Dept. of Environmental Quality","La Grande","","","14","","0","0","1","0","","","","","3.5","UG/M3","","","","","",""
"250070001","Wampanoag Laboratory - Martha's Vineyard","Active","R1","41.33047","-70.78584","0.0","-5","US","MA","04/12/2024","16:00","Wampanoag Tribe","Aquinnah","39","","","","1","0","0","0","","","","","","","","","43.0","PPB","",""
"014114020","JPN Site 014114020","Active","","35.460746","139.482935","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"484393011","Arlington Municipal Airport C61","Active","R6","32.6558","-97.0886","0.0","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Dallas-Fort Worth","","","","","1","0","1","1","","","","","","","","","","","",""
"022135010","JPN Site 022135010","Active","","34.80606","137.553959","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"022210020","JPN Site 022210020","Active","","35.174096","138.712457","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"124CC0090140","Edmonton Central East","Active","CA","53.549509","-113.48593","0.0","-7","CA","N/A","04/12/2024","16:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","28","","27","6","1","0","1","1","6.0","PPB","0.2","PPM","5.6","UG/M3","","","35.0","PPB","",""
"001104030","JPN Site 001104030","Active","","43.071076","141.410758","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"490050007","Smithfield","Active","R8","41.842778","-111.85194","0.0","-7","US","UT","04/12/2024","16:00","Utah Department of Environmental Quality","Logan","25","","22","1","1","0","1","1","1.4","PPB","","","5.3","UG/M3","","","32.0","PPB","",""
"027146010","JPN Site 027146010","Active","","34.55855","135.507474","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"220990001","St. Martinville","Active","R6","30.008887","-91.869595","10.7","-6","US","LA","04/12/2024","16:00","Louisiana Department of Environmental Quality","Lafayette","40","","","","1","0","0","0","","","","","","","","","52.0","PPB","",""
"530110013","Vancouver-4th Pl Blvd E","Inactive","R10","45.6483","-122.5869","76.9","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Portland|Vancouver","","","","","0","0","1","0","","","","","","","","","","","",""
"124CC0090805","Fort MacKay West","Active","CA","56.9967","-111.5926","0.0","-7","CA","N/A","04/12/2024","16:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","40","","6","1","1","0","1","1","1.0","PPB","","","1.4","UG/M3","","","41.0","PPB","",""
"021206010","JPN Site 021206010","Active","","35.488486","137.500321","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"450790007","Parklane","Active","R4","34.093899","-80.962196","108.9","-5","US","SC","04/12/2024","16:00","South Carolina DHEC","Columbia","37","","17","","1","0","1","0","","","0.0","PPM","3.9","UG/M3","0.0","PPB","46.0","PPB","",""
"160290031","Soda Springs SO2","Active","R10","42.695301","-111.593903","0.0","-7","US","ID","04/12/2024","16:00","Idaho Department of Environmental Quality","Soda Springs (seasonal)","","","","","0","0","0","0","","","","","","","10.1","PPB","","","",""
"011217010","JPN Site 011217010","Active","","36.065681","139.521238","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"280750003","MERIDIAN","Active","R4","32.364345","-88.73145","119.0","-6","US","MS","04/12/2024","16:00","Mississippi DEQ","Meridian","40","","","","1","0","0","0","","","","","","","","","48.0","PPB","",""
"030206010","JPN Site 030206010","Active","","33.735025","135.377245","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"023425510","JPN Site 023425510","Active","","35.131845","136.778453","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"482450009","Beaumont C2/C112","Active","R6","30.0394","-94.0747","0.0","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Beaumont-Port Arthur","32","","","","1","0","0","1","","","","","","","","","47.0","PPB","",""
"530650004","Colville-Oak St S","Inactive","R10","48.5447","-117.9036","542.3","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Colville","","","","","0","1","1","0","","","","","","","","","","","",""
"530010003","Ritzville-Alder St ","Active","R10","47.127998","-118.381897","550.2","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Ritzville","","","16","","0","0","1","0","","","","","3.7","UG/M3","","","","","",""
"840410410004","Toledo NE Hwy20 & NW A St","Active","R10","44.624399","-123.940064","4.0","-8","US","OR","04/12/2024","16:00","Oregon Dept. of Environmental Quality","Toledo","","","8","","0","0","1","0","","","","","1.6","UG/M3","","","","","",""
"060379034","Lebec","Inactive","R9","34.8289","-118.8791","0.0","-8","US","CA","04/12/2024","16:00","California Air Resources Board","","","","","","1","0","1","0","","","","","","","","","","","",""
"840230290033","Sipayik","Active","R1","44.963459","-67.060476","11.9","-5","US","ME","04/12/2024","16:00","Maine Dept. of Environmental Protection","Downeast Coast","41","","28","","1","0","1","0","","","","","6.7","UG/M3","","","43.0","PPB","",""
"484931038","Floresville C1038","Active","R6","29.130675","-98.14806","122.0","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"180910010","LaPorte-E. Lincolnway","Active","R5","41.629167","-86.684444","0.0","-6","US","IN","04/12/2024","16:00","Indiana Dept. of Environmental Management","Hammond-Gary","33","","","","1","0","0","0","","","","","","","","","41.0","PPB","",""
"608PH1010001","Manila","Active","DSRP","14.57711","120.9778","0.0","8","RP","N/A","04/12/2024","16:00","U.S. Department of State Philippines - Manila","Manila","","","35","","0","0","1","0","","","","","7.5","UG/M3","","","","","",""
"003209010","JPN Site 003209010","Active","","38.938735","141.123195","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"035210020","JPN Site 035210020","Active","","33.974661","131.929742","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"120860034","Kendal","Active","R4","25.686944","-80.686944","2.7","-5","US","FL","04/12/2024","16:00","Florida Dept. of Environmental Protection","Miami","","","15","","0","0","1","0","","","","","4.5","UG/M3","","","","","",""
"480390618","Danciger C618","Inactive","R6","29.1489","-95.765","390.4","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"240050009","Baltimore County Near Road","Active","R3","39.371679","-76.746814","132.7","-5","US","MD","04/12/2024","16:00","Maryland Department of the Environment","","","","","8","0","0","0","1","9.6","PPB","","","","","","","","","",""
"261619991","Ann Arbor","Active","R3","42.4164","-83.9019","266.9","-5","US","MI","04/12/2024","16:00","EPA Office of Atmospheric Protection","","38","","","","1","0","0","0","","","","","","","","","39.0","PPB","",""
"005201130","JPN Site 005201130","Active","","39.677249","140.084636","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"005206060","JPN Site 005206060","Active","","39.887778","139.848257","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"013217010","JPN Site 013217010","Active","","35.753215","139.555138","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"160190011","Idaho Falls PM2.5","Active","R10","43.464696","-112.046503","1429.5","-7","US","ID","04/12/2024","16:00","Idaho Department of Environmental Quality","Idaho Falls","","","33","","0","0","1","0","","","","","11.4","UG/M3","","","","","",""
"TPCD0050T","Chulalongkorn Hospital","Active","","13.729852","100.536501","0.0","7","","N/A","04/12/2024","16:00","Thailand Pollution Control Department","","","","91","","1","1","1","1","","","","","","","","","","","",""
"371190041","Garinger","Active","R4","35.2411","-80.7831","0.0","-5","US","NC","04/12/2024","16:00","Mecklenburg County Air Quality","Mecklenburg County","41","18","15","1","1","1","1","1","1.1","PPB","0.1","PPM","5.0","UG/M3","0.0","PPB","49.0","PPB","16.0","UG/M3"
"490370101","Canyonlands NP","Active","USEPA","38.4583","-109.8211","1814.8","-7","US","UT","04/12/2024","16:00","National Park Service","Canyonlands National Park","38","","","","1","0","0","0","","","","","","","","","41.0","PPB","",""
"530530012","Mt Rainier- Jackson  Visitor Ctr","Active","R10","46.7841","-121.740303","1615.9","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Cascade foothills of east King-Pierce counties|Mt. Rainier","38","","0","","1","0","1","0","","","","","0.1","UG/M3","","","41.0","PPB","",""
"410290201","Talent - Rapp Lane","Active","R10","42.229891","-122.7877","594.4","-8","US","OR","04/12/2024","16:00","Oregon Dept. of Environmental Quality","Medford|Ashland","","","14","","0","0","1","0","","","","","3.8","UG/M3","","","","","",""
"030205030","JPN Site 030205030","Active","","33.903614","135.16781","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"023302010","JPN Site 023302010","Active","","35.093242","137.054543","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"482450017","Port Neches C136","Active","R6","29.9908","-93.9533","3.1","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"011238010","JPN Site 011238010","Active","","35.975971","139.646231","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"012206530","JPN Site 012206530","Active","","35.407149","139.963453","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"482150043","Mission C43","Active","R6","26.226226","-98.29107","39.7","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Brownsville-McAllen","32","50","38","","1","1","1","0","","","","","7.6","UG/M3","","","46.0","PPB","51.0","UG/M3"
"240290002","Millington","Active","R3","39.305199","-75.797203","22.3","-5","US","MD","04/12/2024","16:00","Maryland Department of the Environment","Upper Eastern Shore","41","","0","","1","0","1","0","","","","","-2.0","UG/M3","","","49.0","PPB","",""
"120571111","JBL","Inactive","R4","27.95555","-82.46714","0.0","-5","US","FL","04/12/2024","16:00","Hillsborough County - Tampa ","","","","","","0","0","1","1","","","","","","","","","","","",""
"043201520","JPN Site 043201520","Active","","32.782268","130.745173","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"080410013","Colorado Springs - USAF Academy","Active","R8","38.9583","-104.8167","1571.1","-7","US","CO","04/12/2024","16:00","Colorado Department of Public Health and Environment","Colorado Springs","28","","","","1","0","0","0","","","","","","","","","41.0","PPB","",""
"010208510","JPN Site 010208510","Active","","36.495331","138.008566","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"840310790005","Grand Island DOT","Active","R7","40.918333","-98.378889","573.1","-6","US","NE","04/12/2024","16:00","Nebraska Department of Environment and Energy","Grand Island","","","21","","0","0","1","0","","","","","5.0","UG/M3","","","","","",""
"022210160","JPN Site 022210160","Active","","35.150211","138.76412","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"014211510","JPN Site 014211510","Active","","35.372973","139.228516","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
